0,1,2,3
SK에너지,금호주유소,1340,1230
S-OIL,대왕주유소,1340,1240
알뜰주유소,동산주유소,1340,1240
SK에너지,덕유관광주유소,1350,1250
현대오일뱅크,휴천(유림)주유소(현대),1350,1250
SK에너지,마천주유소,1350,1250
S-OIL,백운주유소,1350,1250
GS칼텍스,경호주유소,1350,1250
S-OIL,개봉주유소,1350,1250
SK에너지,추성주유소,1350,1250
현대오일뱅크,백천주유소,1360,1260
S-OIL,함양IC주유소,1370,1270
SK에너지,(주)서부주유소,1390,1290
SK에너지,(유)물레방아주유소,1390,1290
SK에너지,지리산새마을금고주유소,1390,1290
SK에너지,남척주유소(함양),1390,1290
SK에너지,호남주유소,1390,1290
S-OIL,(주)솔밭주유소,-,1260
S-OIL,효천산업개발(주) 부경주유소,1283,1183
GS칼텍스,동일주유소,1295,1195
S-OIL,합천탑주유소,1337,1237
S-OIL,대양주유소,1340,1240
현대오일뱅크,동산주유소,1340,1240
S-OIL,쌍용주유소,1340,1240
S-OIL,초계주유소,1340,1240
SK에너지,숭산주유소,1340,1240
NH-OIL,합천농협주유소,1340,1240
NH-OIL,합천호농협주유소,1340,1240
SK에너지,야로주유소,1340,1240
NH-OIL,합천동부농업협동조합,1340,1240
현대오일뱅크,청덕주유소,1340,1240
NH-OIL,가야농협야로주유소,1340,1240
GS칼텍스,가야산주유소,1340,1240
현대오일뱅크,새터주유소,1348,1248
현대오일뱅크,묘산주유소,1349,1249
SK에너지,해인만복주유소,1350,1250
현대오일뱅크,믿음가득주유소,1350,1250
GS칼텍스,우성주유소,1360,1260
S-OIL,삼양주유소,1360,1270
GS칼텍스,삼가주유소,1360,1260
SK에너지,금양주유소,1365,1260
현대오일뱅크,(주)동성현대주유소,1365,1265
현대오일뱅크,하신주유소(현대),1365,1265
S-OIL,대경주유소,1369,1279
GS칼텍스,합청성원주유소,1370,1270
GS칼텍스,갑산주유소,1370,1270
NH-OIL,합천새남부농협쌍백지점,1370,1270
NH-OIL,합천새남부농협가회지점,1370,1270
SK에너지,합천주유소,1380,1250
SK에너지,봉산주유소,1415,1295
현대오일뱅크,적교주유소,-,-
자가상표,가회주유소,-,-
NH-OIL,남원농협주유소,1370,1270
알뜰주유소,우수주유소,1370,1270
알뜰주유소,(주)태흥주유소,1370,1270
알뜰주유소,토평주유소,1370,1260
GS칼텍스,제주남원동부 새마을금고주유소,1370,1270
S-OIL,남원주유소,1370,1270
알뜰주유소,초원주유소,1380,1270
S-OIL,염돈주유소,1380,1270
현대오일뱅크,최남단현대주유소,1385,1290
S-OIL,안덕하나주유소,1390,1280
SK에너지,신례주유소,1390,1290
GS칼텍스,오성주유소,1400,1290
GS칼텍스,반석주유소,1400,1290
SK에너지,삼화석유(주)에이스주유소,1400,1290
GS칼텍스,효돈주유소,1400,1290
현대오일뱅크,선반내주유소,1400,1290
S-OIL,동홍주유소,1400,1290
SK에너지,희망주유소,1400,1290
NH-OIL,효돈농협주유소,1400,1290
GS칼텍스,혁신도시주유소,1400,1290
현대오일뱅크,서광주유소,1400,1290
NH-OIL,안덕농협주유소,1400,1290
S-OIL,서귀포농협서부주유소,1400,1290
GS칼텍스,행복주유소,1400,1290
알뜰주유소,수산주유소,1400,1290
NH-OIL,위미농협주유소,1400,1290
GS칼텍스,도순주유소,1400,1290
GS칼텍스,하원주유소,1400,1285
SK에너지,서귀금고스카이주유소,1400,1290
NH-OIL,대정농협주유소,1400,1290
S-OIL,(주)한라석유 탐라주유소,1400,1290
SK에너지,희진주유소,1400,1290
SK에너지,산방주유소,1400,1290
SK에너지,모슬포행운주유소,1400,1290
NH-OIL,표선농협주유소,1400,1290
SK에너지,한진주유소,1400,1290
현대오일뱅크,돈내코주유소,1400,1290
SK에너지,수도석유(주)한신주유소,1400,1290
NH-OIL,서귀포농협주유소,1400,1290
SK에너지,감산주유소,1400,1290
GS칼텍스,환영주유소,1400,1290
GS칼텍스,예래주유소,1400,1290
현대오일뱅크,동남주유소,1400,1290
현대오일뱅크,정석주유소,1400,1290
S-OIL,신세기주유소,1400,1290
S-OIL,반도주유소,1400,1290
GS칼텍스,(주)서홍주유소,1400,1290
S-OIL,유진주유소,1400,1290
현대오일뱅크,난산입구주유소,1400,1290
NH-OIL,중문농협주유소,1400,1290
현대오일뱅크,그림주유소,1400,1290
NH-OIL,대정농협무릉주유소,1400,1290
현대오일뱅크,상예주유소,1400,1290
GS칼텍스,동광주유소,1409,1299
SK에너지,강정천주유소,1410,1300
SK에너지,서귀주유소,1410,1300
GS칼텍스,칠십리주유소,1410,1300
GS칼텍스,중문주유소,1410,1300
SK에너지,법환주유소,1410,1300
SK에너지,월드컵주유소,1410,1300
SK에너지,대포주유소,1410,1300
SK에너지,상창주유소,1697,1548
현대오일뱅크,굿모닝주유소,1389,1285
SK에너지,한동주유소,1389,1289
현대오일뱅크,행복셀프주유소,1390,1280
GS칼텍스,우리주유소,1390,1287
현대오일뱅크,해송주유소,1390,1280
GS칼텍스,서광로주유소,1394,1310
NH-OIL,구좌농협우도주유소,1395,1300
S-OIL,일도주유소,1395,1285
알뜰주유소,평대주유소,1395,1300
SK에너지,중앙주유소,1395,1300
NH-OIL,구좌농협주유센터,1395,1300
S-OIL,구좌주유소,1395,1300
알뜰주유소,광동주유소,1400,1290
SK에너지,서경주유소,1400,1290
GS칼텍스,태진주유소,1400,1290
알뜰주유소,명품주유소,1400,1290
S-OIL,성신주유소,1405,1295
알뜰주유소,편리한주유소,1405,1295
S-OIL,한라주유소,1406,1307
알뜰주유소,일광주유소,1410,1300
SK에너지,별표주유소도두점,1410,1300
GS칼텍스,동방주유소,1410,1300
SK에너지,도평주유소,1410,1300
GS칼텍스,삼다주유소,1410,1300
알뜰주유소,번영로주유소(무선),1410,1300
S-OIL,진성주유소,1410,1300
GS칼텍스,용담주유소,1410,1300
S-OIL,유수암주유소,1410,1300
SK에너지,이도그린주유소,1410,1300
S-OIL,유성주유소,1410,1300
S-OIL,고내주유소,1410,1300
SK에너지,별표주유소,1410,1300
S-OIL,성안,1410,1300
GS칼텍스,한라산주유소,1410,1300
SK에너지,대일주유소,1410,1300
SK에너지,남동주유소,1410,1300
GS칼텍스,수원주유소,1410,1300
SK에너지,공단주유소,1410,1300
NH-OIL,한림농협주유소,1410,1300
SK에너지,온누리주유소,1410,1300
GS칼텍스,오라주유소,1410,1300
SK에너지,삼화석유(주)행복날개주유소,1410,1300
GS칼텍스,동화주유소,1410,1300
현대오일뱅크,신촌주유소,1410,1300
SK에너지,금성주유소,1410,1300
현대오일뱅크,월산주유소,1410,1300
GS칼텍스,용호주유소,1410,1300
SK에너지,봉개주유소,1410,1300
S-OIL,극동,1410,1300
SK에너지,삼화석유(주)승민주유소,1410,1310
SK에너지,삼화석유(주)유공주유소,1410,1300
S-OIL,남조로주유소,1410,1300
현대오일뱅크,애조로주유소,1410,1300
SK에너지,내트럭(주)제주사업소,1410,1300
현대오일뱅크,남문주유소,1410,1300
NH-OIL,하귀농협주유소,1410,1300
GS칼텍스,삼광주유소,1410,1300
GS칼텍스,동산주유소,1410,1300
S-OIL,정석주유소,1410,1300
GS칼텍스,합동청사주유소,1410,1300
NH-OIL,애월농협주유소,1410,1300
GS칼텍스,도련주유소,1410,1300
알뜰주유소,함덕주유소,1410,1300
알뜰주유소,삼양주유소,1410,1300
NH-OIL,함덕농업협동조합 주유소,1410,1300
GS칼텍스,밝은주유소,1410,1300
GS칼텍스,(주)무수천주유소,1410,1300
GS칼텍스,서부관광주유소,1410,1300
GS칼텍스,원남주유소,1410,1300
SK에너지,한림주유소,1410,1300
S-OIL,삼일주유소,1410,1300
GS칼텍스,거북이주유소,1410,1345
현대오일뱅크,현대오일뱅크 오름주유소,1410,1300
SK에너지,도남주유소,1410,1300
알뜰주유소,이좋은주유소,1410,1300
SK에너지,삼성주유소,1410,1300
NH-OIL,제주시농협서부주유소,1410,1300
NH-OIL,제주시농협 남부주유소,1410,1300
GS칼텍스,백록담주유소,1410,1300
S-OIL,도농주유소,1410,1300
현대오일뱅크,빛나는주유소,1410,1300
NH-OIL,제주시농협 동부주유소,1410,1300
GS칼텍스,삼남주유소,1410,1300
현대오일뱅크,애월주유소,1410,1300
S-OIL,명지주유소,1410,1300
SK에너지,늘푸른주유소,1410,1300
SK에너지,동귀주유소,1410,1300
GS칼텍스,우리주유소,1410,1300
SK에너지,터미널주유소,1410,1310
GS칼텍스,내고향주유소,1410,1300
GS칼텍스,제주주유소,1410,1300
GS칼텍스,평화로주유소,1410,1300
알뜰주유소,귀일주유소,1410,1300
현대오일뱅크,(주)회천주유소,1410,1300
SK에너지,동아주유소,1410,1300
SK에너지,백록주유소,1410,1300
GS칼텍스,장안주유소,1410,1300
현대오일뱅크,현대오일뱅크(주)직영 연북로주유소,1410,1300
GS칼텍스,봉아름주유소,1410,1300
현대오일뱅크,금강주유소,1410,1300
SK에너지,스마트주유소,1410,1300
S-OIL,프라임주유소,1410,1300
현대오일뱅크,청년주유소,1410,1300
SK에너지,(주)이호주유소,1410,1300
S-OIL,삼진주유소,1410,1300
SK에너지,연동주유소,1410,1300
S-OIL,씨티,1410,1300
현대오일뱅크,대천주유소,1410,1300
SK에너지,대섬주유소,1410,1300
S-OIL,성화주유소,1410,1300
현대오일뱅크,새희망주유소,1410,1300
NH-OIL,조천농협주유소,1410,1300
GS칼텍스,창성주유소,1410,1300
SK에너지,남흥주유소,1410,1300
SK에너지,하모니주유소,1410,1300
GS칼텍스,동일주유소,1410,1300
SK에너지,대은주유소,1410,1300
SK에너지,동서주유소,1410,1300
SK에너지,삼화석유(주)삼화주유소,1410,1310
S-OIL,금악주유소,1410,1300
SK에너지,한경주유소,1410,1300
SK에너지,행운주유소,1410,1300
GS칼텍스,고산주유소,1410,1300
GS칼텍스,하나로주유소,1410,1300
SK에너지,삼화석유(주)천마주유소,1410,1300
GS칼텍스,노형주유소,1410,1310
SK에너지,열린주유소,1420,1320
SK에너지,현대주유소,1420,1310
SK에너지,신도시주유소,1440,1330
자가상표,인양주유소,1720,1600
